agent,trial,episode,cumulativeReward,averageReward,cumulativeSteps,numSteps
Q = 100,4,6,-6838.0,-0.959307010475423,7545.0,2482.0
Q = 100,4,7,-7257.0,-0.8057692307692308,8065.0,520.0
Q = 100,4,8,-9064.0,-0.9470649895178197,9973.0,1908.0
Q = 100,4,9,-9171.0,-0.5144230769230769,10181.0,208.0
Q = 100,4,10,-9392.0,-0.6863354037267081,10503.0,322.0
Q = 100,4,11,-9480.0,-0.4656084656084656,10692.0,189.0
Q = 100,4,12,-9726.0,-0.7089337175792507,11039.0,347.0
Q = 100,4,13,-10080.0,-0.778021978021978,11494.0,455.0
Q = 100,4,14,-10157.0,-0.43258426966292135,11672.0,178.0
Q = 100,4,15,-10152.0,0.052083333333333336,11768.0,96.0
Q = 100,4,16,-10246.0,-0.48205128205128206,11963.0,195.0
Q = 100,4,17,-10543.0,-0.7462311557788944,12361.0,398.0
Q = 100,4,18,-12280.0,-0.9450489662676823,14199.0,1838.0
Q = 100,4,19,-13434.0,-0.9195219123505977,15454.0,1255.0
Q = 100,4,20,-14071.0,-0.8631436314363143,16192.0,738.0
Q = 100,4,21,-14938.0,-0.8956611570247934,17160.0,968.0
Q = 100,4,22,-15224.0,-0.7390180878552972,17547.0,387.0
Q = 100,4,23,-15209.0,0.1744186046511628,17633.0,86.0
Q = 100,4,24,-15206.0,0.030612244897959183,17731.0,98.0
Q = 100,4,25,-15272.0,-0.39520958083832336,17898.0,167.0
Q = 100,4,26,-15415.0,-0.5860655737704918,18142.0,244.0
Q = 100,4,27,-15369.0,0.8363636363636363,18197.0,55.0
Q = 100,4,28,-15364.0,0.052083333333333336,18293.0,96.0
Q = 100,4,29,-15357.0,0.07446808510638298,18387.0,94.0
Q = 100,4,30,-15615.0,-0.7186629526462396,18746.0,359.0
Q = 100,4,31,-15587.0,0.3835616438356164,18819.0,73.0
Q = 100,4,32,-15625.0,-0.2733812949640288,18958.0,139.0
Q = 100,4,33,-15666.0,-0.2887323943661972,19100.0,142.0
Q = 100,4,34,-15700.0,-0.2518518518518518,19235.0,135.0
Q = 100,4,35,-15801.0,-0.5,19437.0,202.0
Q = 100,4,36,-15828.0,-0.2109375,19565.0,128.0
Q = 100,4,37,-15932.0,-0.5073170731707317,19770.0,205.0
Q = 100,4,38,-16624.0,-0.8726355611601513,20563.0,793.0
Q = 100,4,39,-17099.0,-0.8246527777777778,21139.0,576.0
Q = 100,4,40,-17606.0,-0.8338815789473685,21747.0,608.0
Q = 100,4,41,-17580.0,0.3466666666666667,21822.0,75.0
Q = 100,4,42,-18384.0,-0.8883977900552487,22727.0,905.0
Q = 100,4,43,-18371.0,0.14772727272727273,22815.0,88.0
Q = 100,4,44,-18350.0,0.2625,22895.0,80.0
Q = 100,4,45,-18355.0,-0.04716981132075472,23001.0,106.0
Q = 100,4,46,-18338.0,0.20238095238095238,23085.0,84.0
Q = 100,4,47,-18324.0,0.16091954022988506,23172.0,87.0
Q = 100,4,48,-18343.0,-0.15833333333333333,23292.0,120.0
Q = 100,4,49,-18328.0,0.1744186046511628,23378.0,86.0
Q = 100,4,50,-18324.0,0.041237113402061855,23475.0,97.0
Q = 100,4,51,-18318.0,0.06315789473684211,23570.0,95.0
Q = 100,4,52,-18311.0,0.07446808510638298,23664.0,94.0
Q = 100,4,53,-18281.0,0.4225352112676056,23735.0,71.0
Q = 100,4,54,-18226.0,1.1956521739130435,23781.0,46.0
Q = 100,4,55,-18153.0,2.607142857142857,23809.0,28.0
Q = 100,4,56,-18074.0,3.590909090909091,23831.0,22.0
Q = 100,4,57,-18015.0,1.4047619047619047,23873.0,42.0
Q = 100,4,58,-17958.0,1.2954545454545454,23917.0,44.0
Q = 100,4,59,-17890.0,2.0606060606060606,23950.0,33.0
Q = 100,4,60,-17836.0,1.148936170212766,23997.0,47.0
Q = 100,4,61,-17762.0,2.740740740740741,24024.0,27.0
Q = 100,4,62,-17715.0,0.8703703703703703,24078.0,54.0
Q = 100,4,63,-17640.0,2.8846153846153846,24104.0,26.0
Q = 100,4,64,-17568.0,2.4827586206896552,24133.0,29.0
Q = 100,4,65,-17494.0,2.740740740740741,24160.0,27.0
Q = 100,4,66,-17428.0,1.8857142857142857,24195.0,35.0
Q = 100,4,67,-17371.0,1.2954545454545454,24239.0,44.0
Q = 100,4,68,-17296.0,2.8846153846153846,24265.0,26.0
Q = 100,4,69,-17228.0,2.0606060606060606,24298.0,33.0
Q = 100,4,70,-17153.0,2.8846153846153846,24324.0,26.0
Q = 100,4,71,-17079.0,2.740740740740741,24351.0,27.0
Q = 100,4,72,-17016.0,1.6578947368421053,24389.0,38.0
Q = 100,4,73,-16960.0,1.2444444444444445,24434.0,45.0
Q = 100,4,74,-16900.0,1.4634146341463414,24475.0,41.0
Q = 100,4,75,-16877.0,0.2948717948717949,24553.0,78.0
Q = 100,4,76,-16815.0,1.5897435897435896,24592.0,39.0
Q = 100,4,77,-16757.0,1.3488372093023255,24635.0,43.0
Q = 100,4,78,-16698.0,1.4047619047619047,24677.0,42.0
Q = 100,4,79,-16620.0,3.391304347826087,24700.0,23.0
Q = 100,4,80,-16545.0,2.8846153846153846,24726.0,26.0
Q = 100,4,81,-16473.0,2.4827586206896552,24755.0,29.0
Q = 100,4,82,-16432.0,0.6833333333333333,24815.0,60.0
Q = 100,4,83,-16386.0,0.8363636363636363,24870.0,55.0
Q = 100,4,84,-16331.0,1.1956521739130435,24916.0,46.0
Q = 100,4,85,-16267.0,1.7297297297297298,24953.0,37.0
Q = 100,4,86,-16246.0,0.2625,25033.0,80.0
Q = 100,4,87,-16200.0,0.8363636363636363,25088.0,55.0
Q = 100,4,88,-16136.0,1.7297297297297298,25125.0,37.0
Q = 100,4,89,-16059.0,3.2083333333333335,25149.0,24.0
Q = 100,4,90,-16014.0,0.8035714285714286,25205.0,56.0
Q = 100,4,91,-15953.0,1.525,25245.0,40.0
Q = 100,4,92,-15899.0,1.148936170212766,25292.0,47.0
Q = 100,4,93,-15842.0,1.2954545454545454,25336.0,44.0
Q = 100,4,94,-15813.0,0.4027777777777778,25408.0,72.0
Q = 100,4,95,-15752.0,1.525,25448.0,40.0
Q = 100,4,96,-15693.0,1.4047619047619047,25490.0,42.0
Q = 100,4,97,-15639.0,1.148936170212766,25537.0,47.0
Q = 100,4,98,-15578.0,1.525,25577.0,40.0
Q = 100,4,99,-15512.0,1.8857142857142857,25612.0,35.0
Q = 100,5,0,-302.0,-0.749379652605459,403.0,403.0
Q = 100,5,1,-1833.0,-0.9381127450980392,2035.0,1632.0
Q = 100,5,2,-2363.0,-0.8399366085578447,2666.0,631.0
Q = 100,5,3,-3731.0,-0.9312457454050375,4135.0,1469.0
Q = 100,5,4,-4441.0,-0.8754623921085081,4946.0,811.0
Q = 100,5,5,-4682.0,-0.7046783625730995,5288.0,342.0
Q = 100,5,6,-4938.0,-0.7170868347338936,5645.0,357.0
Q = 100,5,7,-7185.0,-0.956984667802385,7993.0,2348.0
Q = 100,5,8,-8152.0,-0.9054307116104869,9061.0,1068.0
Q = 100,5,9,-8592.0,-0.8133086876155268,9602.0,541.0
Q = 100,5,10,-10108.0,-0.9375386518243661,11219.0,1617.0
Q = 100,5,11,-10350.0,-0.7055393586005831,11562.0,343.0
Q = 100,5,12,-10646.0,-0.7455919395465995,11959.0,397.0
Q = 100,5,13,-10727.0,-0.44505494505494503,12141.0,182.0
Q = 100,5,14,-10898.0,-0.6286764705882353,12413.0,272.0
Q = 100,5,15,-10902.0,-0.0380952380952381,12518.0,105.0
Q = 100,5,16,-10966.0,-0.3878787878787879,12683.0,165.0
Q = 100,5,17,-11004.0,-0.2733812949640288,12822.0,139.0
Q = 100,5,18,-11172.0,-0.6245353159851301,13091.0,269.0
Q = 100,5,19,-11164.0,0.08602150537634409,13184.0,93.0
Q = 100,5,20,-11159.0,0.052083333333333336,13280.0,96.0
Q = 100,5,21,-11159.0,0.0,13381.0,101.0
Q = 100,5,22,-11206.0,-0.31756756756756754,13529.0,148.0
Q = 100,5,23,-11190.0,0.18823529411764706,13614.0,85.0
Q = 100,5,24,-11170.0,0.24691358024691357,13695.0,81.0
Q = 100,5,25,-11274.0,-0.5073170731707317,13900.0,205.0
Q = 100,5,26,-11270.0,0.041237113402061855,13997.0,97.0
Q = 100,5,27,-11257.0,0.14772727272727273,14085.0,88.0
Q = 100,5,28,-11259.0,-0.019417475728155338,14188.0,103.0
Q = 100,5,29,-11283.0,-0.192,14313.0,125.0
Q = 100,5,30,-11274.0,0.09782608695652174,14405.0,92.0
Q = 100,5,31,-11233.0,0.6833333333333333,14465.0,60.0
Q = 100,5,32,-11198.0,0.5303030303030303,14531.0,66.0
Q = 100,5,33,-11139.0,1.4047619047619047,14573.0,42.0
Q = 100,5,34,-11075.0,1.7297297297297298,14610.0,37.0
Q = 100,5,35,-11029.0,0.8363636363636363,14665.0,55.0
Q = 100,5,36,-10966.0,1.6578947368421053,14703.0,38.0
Q = 100,5,37,-10900.0,1.8857142857142857,14738.0,35.0
Q = 100,5,38,-10835.0,1.8055555555555556,14774.0,36.0
Q = 100,5,39,-10835.0,0.0,14875.0,101.0
Q = 100,5,40,-10764.0,2.3666666666666667,14905.0,30.0
Q = 100,5,41,-10695.0,2.15625,14937.0,32.0
Q = 100,5,42,-10643.0,1.0612244897959184,14986.0,49.0
Q = 100,5,43,-10574.0,2.15625,15018.0,32.0
Q = 100,5,44,-10522.0,1.0612244897959184,15067.0,49.0
Q = 100,5,45,-10467.0,1.1956521739130435,15113.0,46.0
Q = 100,5,46,-10413.0,1.148936170212766,15160.0,47.0
Q = 100,5,47,-10377.0,0.5538461538461539,15225.0,65.0
Q = 100,5,48,-10405.0,-0.21705426356589147,15354.0,129.0
Q = 100,5,49,-10338.0,1.9705882352941178,15388.0,34.0
Q = 100,5,50,-10276.0,1.5897435897435896,15427.0,39.0
Q = 100,5,51,-10229.0,0.8703703703703703,15481.0,54.0
Q = 100,5,52,-10174.0,1.1956521739130435,15527.0,46.0
Q = 100,5,53,-10150.0,0.3116883116883117,15604.0,77.0
Q = 100,5,54,-10100.0,0.9803921568627451,15655.0,51.0
Q = 100,5,55,-10067.0,0.4852941176470588,15723.0,68.0
Q = 100,5,56,-10021.0,0.8363636363636363,15778.0,55.0
Q = 100,5,57,-9966.0,1.1956521739130435,15824.0,46.0
Q = 100,5,58,-9905.0,1.525,15864.0,40.0
Q = 100,5,59,-9852.0,1.1041666666666667,15912.0,48.0
Q = 100,5,60,-9800.0,1.0612244897959184,15961.0,49.0
Q = 100,5,61,-9758.0,0.711864406779661,16020.0,59.0
Q = 100,5,62,-9688.0,2.2580645161290325,16051.0,31.0
Q = 100,5,63,-9632.0,1.2444444444444445,16096.0,45.0
Q = 100,5,64,-9568.0,1.7297297297297298,16133.0,37.0
Q = 100,5,65,-9497.0,2.3666666666666667,16163.0,30.0
Q = 100,5,66,-9480.0,0.20238095238095238,16247.0,84.0
Q = 100,5,67,-9437.0,0.7413793103448276,16305.0,58.0
Q = 100,5,68,-9391.0,0.8363636363636363,16360.0,55.0
Q = 100,5,69,-9327.0,1.7297297297297298,16397.0,37.0
Q = 100,5,70,-9278.0,0.9423076923076923,16449.0,52.0
Q = 100,5,71,-9225.0,1.1041666666666667,16497.0,48.0
Q = 100,5,72,-9228.0,-0.028846153846153848,16601.0,104.0
Q = 100,5,73,-9177.0,1.02,16651.0,50.0
Q = 100,5,74,-9121.0,1.2444444444444445,16696.0,45.0
Q = 100,5,75,-9052.0,2.15625,16728.0,32.0
Q = 100,5,76,-8985.0,1.9705882352941178,16762.0,34.0
Q = 100,5,77,-8911.0,2.740740740740741,16789.0,27.0
Q = 100,5,78,-8845.0,1.8857142857142857,16824.0,35.0
Q = 100,5,79,-8816.0,0.4027777777777778,16896.0,72.0
Q = 100,5,80,-8760.0,1.2444444444444445,16941.0,45.0
Q = 100,5,81,-8725.0,0.5303030303030303,17007.0,66.0
Q = 100,5,82,-8691.0,0.5074626865671642,17074.0,67.0
Q = 100,5,83,-8622.0,2.15625,17106.0,32.0
Q = 100,5,84,-8566.0,1.2444444444444445,17151.0,45.0
Q = 100,5,85,-8504.0,1.5897435897435896,17190.0,39.0
Q = 100,5,86,-8487.0,0.20238095238095238,17274.0,84.0
Q = 100,5,87,-8464.0,0.2948717948717949,17352.0,78.0
Q = 100,5,88,-8426.0,0.6031746031746031,17415.0,63.0
Q = 100,5,89,-8365.0,1.525,17455.0,40.0
Q = 100,5,90,-8312.0,1.1041666666666667,17503.0,48.0
Q = 100,5,91,-8253.0,1.4047619047619047,17545.0,42.0
Q = 100,5,92,-8278.0,-0.1984126984126984,17671.0,126.0
Q = 100,5,93,-8220.0,1.3488372093023255,17714.0,43.0
Q = 100,5,94,-8155.0,1.8055555555555556,17750.0,36.0
Q = 100,5,95,-8089.0,1.8857142857142857,17785.0,35.0
Q = 100,5,96,-8028.0,1.525,17825.0,40.0
Q = 100,5,97,-8031.0,-0.028846153846153848,17929.0,104.0
Q = 100,5,98,-7966.0,1.8055555555555556,17965.0,36.0
Q = 100,5,99,-7917.0,0.9423076923076923,18017.0,52.0
Q = 100,6,0,-570.0,-0.849478390461997,671.0,671.0
Q = 100,6,1,-1048.0,-0.8255613126079447,1250.0,579.0
Q = 100,6,2,-3522.0,-0.9607766990291262,3825.0,2575.0
Q = 100,6,3,-4646.0,-0.9175510204081633,5050.0,1225.0
Q = 100,6,4,-6582.0,-0.9504172803141875,7087.0,2037.0
Q = 100,6,5,-7350.0,-0.8837744533947065,7956.0,869.0
Q = 100,6,6,-9841.0,-0.9610339506172839,10548.0,2592.0
Q = 100,6,7,-9961.0,-0.5429864253393665,10769.0,221.0
Q = 100,6,8,-10565.0,-0.8567375886524823,11474.0,705.0
Q = 100,6,9,-10691.0,-0.5550660792951542,11701.0,227.0
Q = 100,6,10,-10912.0,-0.6863354037267081,12023.0,322.0
Q = 100,6,11,-10963.0,-0.3355263157894737,12175.0,152.0
Q = 100,6,12,-10919.0,0.7719298245614035,12232.0,57.0
Q = 100,6,13,-10878.0,0.6833333333333333,12292.0,60.0
Q = 100,6,14,-10926.0,-0.3221476510067114,12441.0,149.0
Q = 100,6,15,-11012.0,-0.45989304812834225,12628.0,187.0
Q = 100,6,16,-13080.0,-0.9534347625633933,14797.0,2169.0
Q = 100,6,17,-13300.0,-0.6853582554517134,15118.0,321.0
Q = 100,6,18,-13604.0,-0.7506172839506173,15523.0,405.0
Q = 100,6,19,-13625.0,-0.1721311475409836,15645.0,122.0
Q = 100,6,20,-13799.0,-0.6327272727272727,15920.0,275.0
Q = 100,6,21,-13796.0,0.030612244897959183,16018.0,98.0
Q = 100,6,22,-13929.0,-0.5683760683760684,16252.0,234.0
Q = 100,6,23,-14152.0,-0.6882716049382716,16576.0,324.0
Q = 100,6,24,-14516.0,-0.7827956989247312,17041.0,465.0
Q = 100,6,25,-14531.0,-0.12931034482758622,17157.0,116.0
Q = 100,6,26,-14555.0,-0.192,17282.0,125.0
Q = 100,6,27,-14549.0,0.06315789473684211,17377.0,95.0
Q = 100,6,28,-14657.0,-0.5167464114832536,17586.0,209.0
Q = 100,6,29,-14606.0,1.02,17636.0,50.0
Q = 100,6,30,-14550.0,1.2444444444444445,17681.0,45.0
Q = 100,6,31,-14537.0,0.14772727272727273,17769.0,88.0
Q = 100,6,32,-14501.0,0.5538461538461539,17834.0,65.0
Q = 100,6,33,-14538.0,-0.26811594202898553,17972.0,138.0
Q = 100,6,34,-14500.0,0.6031746031746031,18035.0,63.0
Q = 100,6,35,-14502.0,-0.019417475728155338,18138.0,103.0
Q = 100,6,36,-14542.0,-0.28368794326241137,18279.0,141.0
Q = 100,6,37,-14552.0,-0.09009009009009009,18390.0,111.0
Q = 100,6,38,-14533.0,0.23170731707317074,18472.0,82.0
Q = 100,6,39,-14491.0,0.711864406779661,18531.0,59.0
Q = 100,6,40,-14463.0,0.3835616438356164,18604.0,73.0
Q = 100,6,41,-14545.0,-0.44808743169398907,18787.0,183.0
Q = 100,6,42,-14563.0,-0.15126050420168066,18906.0,119.0
Q = 100,6,43,-14511.0,1.0612244897959184,18955.0,49.0
Q = 100,6,44,-14481.0,0.4225352112676056,19026.0,71.0
Q = 100,6,45,-14415.0,1.8857142857142857,19061.0,35.0
Q = 100,6,46,-14366.0,0.9423076923076923,19113.0,52.0
Q = 100,6,47,-14312.0,1.148936170212766,19160.0,47.0
Q = 100,6,48,-14296.0,0.18823529411764706,19245.0,85.0
Q = 100,6,49,-14261.0,0.5303030303030303,19311.0,66.0
Q = 100,6,50,-14281.0,-0.1652892561983471,19432.0,121.0
Q = 100,6,51,-14217.0,1.7297297297297298,19469.0,37.0
Q = 100,6,52,-14199.0,0.21686746987951808,19552.0,83.0
Q = 100,6,53,-14132.0,1.9705882352941178,19586.0,34.0
Q = 100,6,54,-14766.0,-0.8625850340136054,20321.0,735.0
Q = 100,6,55,-14696.0,2.2580645161290325,20352.0,31.0
Q = 100,6,56,-14634.0,1.5897435897435896,20391.0,39.0
Q = 100,6,57,-14609.0,0.32894736842105265,20467.0,76.0
Q = 100,6,58,-14548.0,1.525,20507.0,40.0
Q = 100,6,59,-14504.0,0.7719298245614035,20564.0,57.0
Q = 100,6,60,-14574.0,-0.4093567251461988,20735.0,171.0
Q = 100,6,61,-14536.0,0.6031746031746031,20798.0,63.0
Q = 100,6,62,-14546.0,-0.09009009009009009,20909.0,111.0
Q = 100,6,63,-14540.0,0.06315789473684211,21004.0,95.0
Q = 100,6,64,-14485.0,1.1956521739130435,21050.0,46.0
Q = 100,6,65,-14454.0,0.44285714285714284,21120.0,70.0
Q = 100,6,66,-14415.0,0.6290322580645161,21182.0,62.0
Q = 100,6,67,-14438.0,-0.18548387096774194,21306.0,124.0
Q = 100,6,68,-14387.0,1.02,21356.0,50.0
Q = 100,6,69,-14368.0,0.23170731707317074,21438.0,82.0
Q = 100,6,70,-14448.0,-0.4419889502762431,21619.0,181.0
Q = 100,6,71,-14423.0,0.32894736842105265,21695.0,76.0
Q = 100,6,72,-14368.0,1.1956521739130435,21741.0,46.0
Q = 100,6,73,-14345.0,0.2948717948717949,21819.0,78.0
Q = 100,6,74,-14283.0,1.5897435897435896,21858.0,39.0
Q = 100,6,75,-14233.0,0.9803921568627451,21909.0,51.0
Q = 100,6,76,-14219.0,0.16091954022988506,21996.0,87.0
Q = 100,6,77,-14158.0,1.525,22036.0,40.0
Q = 100,6,78,-14095.0,1.6578947368421053,22074.0,38.0
Q = 100,6,79,-14065.0,0.4225352112676056,22145.0,71.0
Q = 100,6,80,-14025.0,0.6557377049180327,22206.0,61.0
Q = 100,6,81,-13984.0,0.6833333333333333,22266.0,60.0
Q = 100,6,82,-13921.0,1.6578947368421053,22304.0,38.0
Q = 100,6,83,-13864.0,1.2954545454545454,22348.0,44.0
Q = 100,6,84,-13828.0,0.5538461538461539,22413.0,65.0
Q = 100,6,85,-13774.0,1.148936170212766,22460.0,47.0
Q = 100,6,86,-13755.0,0.23170731707317074,22542.0,82.0
Q = 100,6,87,-13691.0,1.7297297297297298,22579.0,37.0
Q = 100,6,88,-13640.0,1.02,22629.0,50.0
Q = 100,6,89,-13573.0,1.9705882352941178,22663.0,34.0
Q = 100,6,90,-13604.0,-0.23484848484848486,22795.0,132.0
Q = 100,6,91,-13544.0,1.4634146341463414,22836.0,41.0
Q = 100,6,92,-13494.0,0.9803921568627451,22887.0,51.0
Q = 100,6,93,-13441.0,1.1041666666666667,22935.0,48.0
Q = 100,6,94,-13391.0,0.9803921568627451,22986.0,51.0
Q = 100,6,95,-13376.0,0.1744186046511628,23072.0,86.0
Q = 100,6,96,-13345.0,0.44285714285714284,23142.0,70.0
Q = 100,6,97,-13280.0,1.8055555555555556,23178.0,36.0
Q = 100,6,98,-13238.0,0.711864406779661,23237.0,59.0
Q = 100,6,99,-13226.0,0.1348314606741573,23326.0,89.0
Q = 100,7,0,-2297.0,-0.9578815679733111,2398.0,2398.0
Q = 100,7,1,-2698.0,-0.798804780876494,2900.0,502.0
Q = 100,7,2,-3256.0,-0.8467374810318664,3559.0,659.0
Q = 100,7,3,-4338.0,-0.9146238377007607,4742.0,1183.0
Q = 100,7,4,-4351.0,-0.11403508771929824,4856.0,114.0
Q = 100,7,5,-4615.0,-0.7232876712328767,5221.0,365.0
Q = 100,7,6,-4942.0,-0.764018691588785,5649.0,428.0
Q = 100,7,7,-5138.0,-0.6599326599326599,5946.0,297.0
Q = 100,7,8,-5229.0,-0.4739583333333333,6138.0,192.0
Q = 100,7,9,-7809.0,-0.9623274897426334,8819.0,2681.0
Q = 100,7,10,-8260.0,-0.8170289855072463,9371.0,552.0
Q = 100,7,11,-9242.0,-0.9067405355493998,10454.0,1083.0
Q = 100,7,12,-9857.0,-0.8589385474860335,11170.0,716.0
Q = 100,7,13,-10114.0,-0.7178770949720671,11528.0,358.0
Q = 100,7,14,-10743.0,-0.8616438356164383,12258.0,730.0
Q = 100,7,15,-11692.0,-0.9038095238095238,13308.0,1050.0
Q = 100,7,16,-11874.0,-0.6431095406360424,13591.0,283.0
Q = 100,7,17,-12032.0,-0.61003861003861,13850.0,259.0
Q = 100,7,18,-13214.0,-0.921278254091972,15133.0,1283.0
Q = 100,7,19,-14278.0,-0.9133047210300429,16298.0,1165.0
Q = 100,7,20,-14865.0,-0.8531976744186046,16986.0,688.0
Q = 100,7,21,-14972.0,-0.5144230769230769,17194.0,208.0
Q = 100,7,22,-15035.0,-0.38414634146341464,17358.0,164.0
Q = 100,7,23,-15077.0,-0.2937062937062937,17501.0,143.0
Q = 100,7,24,-15837.0,-0.8826945412311266,18362.0,861.0
Q = 100,7,25,-15904.0,-0.39880952380952384,18530.0,168.0
Q = 100,7,26,-15958.0,-0.34838709677419355,18685.0,155.0
Q = 100,7,27,-16890.0,-0.9022265246853823,19718.0,1033.0
Q = 100,7,28,-17054.0,-0.6188679245283019,19983.0,265.0
Q = 100,7,29,-17020.0,0.5074626865671642,20050.0,67.0
Q = 100,7,30,-17089.0,-0.40588235294117647,20220.0,170.0
Q = 100,7,31,-17109.0,-0.1652892561983471,20341.0,121.0
Q = 100,7,32,-17118.0,-0.08181818181818182,20451.0,110.0
Q = 100,7,33,-17104.0,0.16091954022988506,20538.0,87.0
Q = 100,7,34,-17047.0,1.2954545454545454,20582.0,44.0
Q = 100,7,35,-16990.0,1.2954545454545454,20626.0,44.0
Q = 100,7,36,-16966.0,0.3116883116883117,20703.0,77.0
Q = 100,7,37,-16935.0,0.44285714285714284,20773.0,70.0
Q = 100,7,38,-16865.0,2.2580645161290325,20804.0,31.0
Q = 100,7,39,-16798.0,1.9705882352941178,20838.0,34.0
Q = 100,7,40,-16735.0,1.6578947368421053,20876.0,38.0
Q = 100,7,41,-16660.0,2.8846153846153846,20902.0,26.0
Q = 100,7,42,-16595.0,1.8055555555555556,20938.0,36.0
Q = 100,7,43,-16522.0,2.607142857142857,20966.0,28.0
Q = 100,7,44,-16479.0,0.7413793103448276,21024.0,58.0
Q = 100,7,45,-16448.0,0.44285714285714284,21094.0,70.0
Q = 100,7,46,-16378.0,2.2580645161290325,21125.0,31.0
Q = 100,7,47,-16391.0,-0.11403508771929824,21239.0,114.0
Q = 100,7,48,-16366.0,0.32894736842105265,21315.0,76.0
Q = 100,7,49,-16349.0,0.20238095238095238,21399.0,84.0
Q = 100,7,50,-16296.0,1.1041666666666667,21447.0,48.0
Q = 100,7,51,-16245.0,1.02,21497.0,50.0
Q = 100,7,52,-16179.0,1.8857142857142857,21532.0,35.0
Q = 100,7,53,-16118.0,1.525,21572.0,40.0
Q = 100,7,54,-16055.0,1.6578947368421053,21610.0,38.0
Q = 100,7,55,-15991.0,1.7297297297297298,21647.0,37.0
Q = 100,7,56,-15929.0,1.5897435897435896,21686.0,39.0
Q = 100,7,57,-15852.0,3.2083333333333335,21710.0,24.0
Q = 100,7,58,-15786.0,1.8857142857142857,21745.0,35.0
Q = 100,7,59,-15707.0,3.590909090909091,21767.0,22.0
Q = 100,7,60,-15652.0,1.1956521739130435,21813.0,46.0
Q = 100,7,61,-15583.0,2.15625,21845.0,32.0
Q = 100,7,62,-15543.0,0.6557377049180327,21906.0,61.0
Q = 100,7,63,-15477.0,1.8857142857142857,21941.0,35.0
Q = 100,7,64,-15402.0,2.8846153846153846,21967.0,26.0
Q = 100,7,65,-15342.0,1.4634146341463414,22008.0,41.0
Q = 100,7,66,-15268.0,2.740740740740741,22035.0,27.0
Q = 100,7,67,-15231.0,0.578125,22099.0,64.0
Q = 100,7,68,-15172.0,1.4047619047619047,22141.0,42.0
Q = 100,7,69,-15133.0,0.6290322580645161,22203.0,62.0
Q = 100,7,70,-15089.0,0.7719298245614035,22260.0,57.0
Q = 100,7,71,-15022.0,1.9705882352941178,22294.0,34.0
Q = 100,7,72,-14992.0,0.4225352112676056,22365.0,71.0
Q = 100,7,73,-14927.0,1.8055555555555556,22401.0,36.0
Q = 100,7,74,-14864.0,1.6578947368421053,22439.0,38.0
Q = 100,7,75,-14800.0,1.7297297297297298,22476.0,37.0
Q = 100,7,76,-14734.0,1.8857142857142857,22511.0,35.0
Q = 100,7,77,-14676.0,1.3488372093023255,22554.0,43.0
Q = 100,7,78,-14616.0,1.4634146341463414,22595.0,41.0
Q = 100,7,79,-14552.0,1.7297297297297298,22632.0,37.0
Q = 100,7,80,-14477.0,2.8846153846153846,22658.0,26.0
Q = 100,7,81,-14404.0,2.607142857142857,22686.0,28.0
Q = 100,7,82,-14339.0,1.8055555555555556,22722.0,36.0
Q = 100,7,83,-14274.0,1.8055555555555556,22758.0,36.0
Q = 100,7,84,-14226.0,0.9056603773584906,22811.0,53.0
Q = 100,7,85,-14189.0,0.578125,22875.0,64.0
Q = 100,7,86,-14161.0,0.3835616438356164,22948.0,73.0
Q = 100,7,87,-14190.0,-0.2230769230769231,23078.0,130.0
Q = 100,7,88,-14118.0,2.4827586206896552,23107.0,29.0
Q = 100,7,89,-14052.0,1.8857142857142857,23142.0,35.0
Q = 100,7,90,-13989.0,1.6578947368421053,23180.0,38.0
Q = 100,7,91,-13924.0,1.8055555555555556,23216.0,36.0
Q = 100,7,92,-13871.0,1.1041666666666667,23264.0,48.0
Q = 100,7,93,-13800.0,2.3666666666666667,23294.0,30.0
Q = 100,7,94,-13730.0,2.2580645161290325,23325.0,31.0
Q = 100,7,95,-13687.0,0.7413793103448276,23383.0,58.0
Q = 100,7,96,-13615.0,2.4827586206896552,23412.0,29.0
Q = 100,7,97,-13547.0,2.0606060606060606,23445.0,33.0
Q = 100,7,98,-13480.0,1.9705882352941178,23479.0,34.0
Q = 100,7,99,-13407.0,2.607142857142857,23507.0,28.0
Q = 100,8,0,-2027.0,-0.9525375939849624,2128.0,2128.0
Q = 100,8,1,-2961.0,-0.9024154589371981,3163.0,1035.0
Q = 100,8,2,-4891.0,-0.9502708025603152,5194.0,2031.0
Q = 100,8,3,-6575.0,-0.9434173669467787,6979.0,1785.0
Q = 100,8,4,-7167.0,-0.8542568542568543,7672.0,693.0
Q = 100,8,5,-9063.0,-0.9494241362043064,9669.0,1997.0
Q = 100,8,6,-9539.0,-0.8249566724436742,10246.0,577.0
Q = 100,8,7,-10185.0,-0.8647925033467202,10993.0,747.0
Q = 100,8,8,-10543.0,-0.7799564270152506,11452.0,459.0
Q = 100,8,9,-10907.0,-0.7827956989247312,11917.0,465.0
Q = 100,8,10,-11012.0,-0.5097087378640777,12123.0,206.0
Q = 100,8,11,-11174.0,-0.6159695817490495,12386.0,263.0
Q = 100,8,12,-11295.0,-0.545045045045045,12608.0,222.0
Q = 100,8,13,-11497.0,-0.6666666666666666,12911.0,303.0
Q = 100,8,14,-11502.0,-0.04716981132075472,13017.0,106.0
Q = 100,8,15,-11572.0,-0.4093567251461988,13188.0,171.0
